Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
44,1,3,0,1,0,3249,36,1,1
55,1,3,0,0,0,3249,36,1,1
39,1,3,0,0,0,3249,23,1,1
39,1,1,0,0,2,3249,15,1,1
39,1,3,0,0,1,3249,36,1,1
63,1,3,0,3,0,3249,36,1,1
39,1,3,0,0,1,10888,36,1,1
39,1,0,0,3,0,3249,36,1,1
26,1,3,0,0,0,3249,5,2,1
76,1,3,0,0,2,3249,36,5,1
64,1,3,0,0,0,3249,18,1,1
39,1,3,0,0,0,7765,36,1,1
53,1,2,0,0,0,3249,28,1,1
39,1,3,0,2,0,3249,36,2,1
72,1,2,0,0,0,3249,36,1,1
39,1,0,0,0,0,8011,36,1,1
55,0,3,0,0,0,3249,36,1,1
39,1,3,0,3,0,3249,14,1,1
55,0,3,0,0,0,3249,13,1,1
39,1,3,0,2,0,3249,36,7,1
39,1,3,0,0,2,13039,36,6,1
50,1,3,0,0,0,3249,36,1,1
39,1,3,0,0,1,3249,36,5,1
39,1,3,0,0,0,3249,31,1,1
39,0,3,1,0,0,3249,34,1,1
39,1,3,0,0,0,9715,36,1,1
54,1,1,0,0,0,3249,36,7,1
65,1,3,0,0,0,3249,36,3,1
39,1,0,1,0,2,3249,36,1,1
59,1,3,0,0,0,3249,4,7,1
60,1,3,0,0,0,3249,23,1,1
44,1,0,0,0,0,3249,36,3,1
60,1,3,0,0,0,3249,36,1,1
80,1,3,0,0,2,12150,36,1,1
69,1,3,0,3,0,3249,36,1,1
39,1,1,0,0,0,3249,36,5,1
39,1,1,0,0,0,3249,36,7,1
69,1,3,0,1,0,3249,36,1,1
62,1,3,0,0,0,3249,30,3,1
39,1,3,0,0,0,3249,34,1,1
39,1,3,0,2,0,7671,36,1,1
39,1,3,0,0,2,3249,15,1,1
39,1,3,1,0,0,3249,21,4,1
39,0,3,0,0,0,3249,19,1,1
39,1,0,0,0,0,3249,13,4,1
39,1,3,0,0,0,12916,36,7,1
39,1,3,1,0,0,3249,5,1,1
39,1,1,1,0,0,3249,36,5,1
39,1,3,0,0,0,3249,22,1,1
39,1,3,0,0,0,3249,15,1,1
39,1,0,2,2,0,3249,36,1,1
39,1,3,1,0,0,3249,14,1,1
39,1,3,0,0,2,3249,36,6,1
39,1,3,2,2,0,3249,36,1,1
39,1,0,0,2,0,3249,36,1,1
67,1,3,1,0,0,3249,36,1,1
45,1,3,0,0,2,3249,13,1,1
58,1,3,0,0,2,3249,36,1,1
39,1,3,1,2,0,3249,36,0,1
39,1,1,0,0,2,3249,36,1,1
51,1,3,0,0,0,3249,36,1,1
43,0,3,0,0,0,3249,36,1,1
53,1,3,0,0,0,3249,36,1,1
43,0,3,0,0,2,3249,36,1,1
39,1,3,0,0,0,3249,5,1,1
39,1,3,0,0,0,3249,17,1,1
39,1,0,0,0,2,3249,10,1,1
41,1,3,0,0,0,3249,36,3,1
39,0,3,0,0,0,3249,36,4,1
39,1,3,0,0,0,12289,36,3,1
39,1,3,0,1,0,6277,36,1,1
39,1,3,0,0,2,3249,13,1,1
39,1,1,0,3,0,3249,36,3,1
50,1,3,0,1,0,3249,36,1,1
39,1,3,0,0,0,3613,3,1,1
53,1,3,0,0,2,3249,36,1,1
63,1,3,0,0,0,3249,36,6,1
39,1,2,0,0,2,3249,36,1,1
77,1,3,0,0,0,3249,36,1,1
77,1,2,0,0,0,3249,36,1,1
39,1,3,0,0,0,3249,29,1,1
48,1,3,0,3,0,3249,36,1,1
39,0,3,0,0,1,3249,34,1,1
39,1,1,0,2,0,3249,36,1,1
39,1,3,1,2,0,3249,12,1,1
39,1,0,0,0,0,3249,36,4,1
46,1,1,0,0,0,3249,36,1,1
39,1,3,1,0,0,3249,34,1,1
39,1,3,0,0,0,1111,22,1,1
39,1,3,0,0,0,10804,36,1,1
39,1,3,0,0,0,3249,36,3,1
39,1,3,0,0,0,3249,32,1,1
59,1,3,0,0,0,3249,36,1,1
39,1,3,0,0,0,3249,13,1,1
39,1,0,0,0,0,3249,13,1,1
66,1,3,0,0,2,3249,36,1,1
71,1,3,0,0,0,3249,36,7,1
33,1,3,2,0,0,5877,36,1,1
39,1,3,1,0,0,3249,7,1,1
39,1,3,0,0,0,3249,30,3,1
58,1,3,0,0,0,12289,36,3,1
39,1,3,1,2,0,3249,36,7,1
60,1,3,0,3,0,3249,36,1,1
76,1,3,0,0,0,3249,36,5,1
39,1,0,0,0,0,3249,10,1,1
23,1,3,0,2,0,3249,9,1,1
52,1,3,1,0,0,3249,36,1,1
59,1,3,0,0,0,3249,36,3,1
55,1,2,0,0,2,3249,36,1,1
39,1,3,0,3,0,3249,36,3,1
39,1,3,0,0,1,3249,34,1,1
59,1,3,0,0,0,3249,12,0,1
71,1,3,0,3,0,3249,36,1,1
78,1,3,0,0,0,5900,36,1,1
28,1,3,0,0,0,3249,25,1,1
39,1,0,0,0,0,3249,3,5,1
39,1,2,0,3,1,3249,36,1,1
39,1,3,0,0,0,6836,36,1,1
49,0,3,2,0,0,3249,36,1,1
39,1,3,0,0,2,3249,36,2,1
39,1,3,0,2,2,3249,36,2,1
59,1,3,2,1,0,3249,36,1,1
76,1,3,0,0,0,24202,36,7,1
39,1,3,0,2,0,8831,36,1,1
36,0,3,0,0,0,3249,9,1,1
39,1,3,2,2,2,3249,36,1,1
55,1,3,0,0,2,3249,36,1,1
71,1,2,0,3,0,3249,36,1,1
54,1,3,0,0,0,3249,36,1,1
69,1,3,0,2,0,3249,36,1,1
67,1,3,0,0,0,3249,36,4,1
39,1,3,0,3,0,3249,36,7,1
39,1,3,2,0,0,3249,36,4,1
39,1,3,0,0,0,7671,36,1,1
39,1,3,0,0,2,3249,10,1,1
39,0,3,0,0,2,3249,36,1,1
39,1,2,0,3,0,3249,36,1,1
59,1,2,0,0,0,3249,36,1,1
65,1,3,2,0,0,3249,36,1,1
75,1,1,0,0,0,3249,36,1,1
39,1,3,2,0,0,9469,36,1,1
39,0,2,0,0,0,3249,5,1,1
39,0,3,1,2,0,3249,36,1,1
68,1,3,0,0,0,27987,36,1,1
39,1,3,0,0,0,3249,10,1,1
39,1,2,0,0,0,3249,36,7,1
57,1,3,0,0,0,3249,36,1,1
39,0,3,0,0,2,3249,36,3,1
39,1,3,0,0,2,3249,36,0,1
39,1,3,0,0,0,14050,36,7,1
