Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
34,1,2,1,2,2,5848,36,5,1
25,1,2,1,0,2,5848,36,7,1
24,1,2,0,1,2,5848,10,5,1
24,1,2,1,3,2,5848,36,5,1
24,1,2,1,2,2,5848,36,5,1
24,1,2,1,0,0,5848,28,5,1
65,1,2,1,0,2,5848,36,5,1
24,1,2,1,0,2,5848,20,7,1
54,1,2,1,0,2,5848,36,5,1
42,0,1,1,0,2,5848,36,5,1
24,0,2,1,1,2,5848,36,5,1
34,0,2,1,0,2,5848,36,5,1
76,1,2,1,0,1,5848,36,3,1
24,1,2,1,0,2,5848,9,5,1
60,1,0,1,0,2,5848,36,5,1
40,1,2,1,0,2,5848,41,7,1
49,1,2,1,0,2,5848,36,6,1
24,1,2,1,1,2,5848,30,5,1
67,1,2,1,0,2,5848,36,5,1
24,1,2,0,2,2,6217,36,5,1
64,1,0,1,0,2,5848,36,5,1
24,1,2,2,0,2,5848,33,5,1
80,1,2,1,1,2,5848,30,5,1
55,1,0,1,0,2,28265,36,5,1
70,1,0,1,0,2,5848,36,5,1
40,1,2,1,0,2,5848,36,7,1
50,1,2,1,0,2,10426,36,5,1
49,1,2,1,0,2,5848,36,1,1
24,1,2,1,2,2,7956,36,5,1
73,1,2,1,0,2,5848,12,5,1
24,1,2,1,0,2,4618,36,5,1
78,1,2,1,3,2,42487,36,5,1
24,1,2,1,3,0,5848,36,5,1
50,1,2,1,0,2,5848,36,5,1
53,1,2,1,0,2,5848,30,5,1
24,1,2,1,0,1,12239,10,5,1
66,1,0,1,0,2,5848,36,5,1
70,1,2,1,3,2,5848,36,1,1
65,1,2,1,0,2,20336,36,5,1
24,1,0,1,2,2,5848,36,5,1
24,1,2,2,0,2,5848,27,5,1
24,1,2,1,0,2,8561,25,5,1
24,1,3,1,0,2,5848,15,5,1
79,1,2,1,0,2,5848,36,5,1
24,1,2,0,3,1,5848,36,5,1
75,1,2,1,1,0,5848,36,5,1
61,1,2,1,0,2,12636,36,5,1
36,1,2,1,0,2,5848,36,3,1
77,1,2,1,0,2,5848,24,5,1
48,1,2,1,0,0,5848,36,5,1
62,1,3,1,0,2,28520,36,5,1
69,1,2,1,1,2,5848,36,1,1
68,0,2,1,0,0,5848,36,5,1
64,0,2,1,0,2,5848,36,5,1
24,1,1,1,0,2,5848,8,5,1
24,1,2,1,0,2,5848,8,5,1
58,1,2,1,0,2,5848,36,5,1
28,1,2,1,0,2,5224,36,5,1
68,1,0,1,0,2,5848,26,5,1
77,1,3,1,0,2,5848,36,5,1
24,1,2,0,1,2,5848,36,5,1
51,1,2,1,0,2,5848,36,5,1
73,1,2,1,1,1,5848,36,5,1
42,1,2,1,2,1,5848,36,5,1
24,1,2,0,0,2,5848,36,6,1
24,1,1,2,0,2,5848,36,5,1
24,1,2,1,0,1,5848,23,5,1
24,1,2,1,3,2,5848,36,2,1
36,1,2,1,0,2,5848,36,1,1
79,1,2,1,2,2,5848,36,5,1
78,1,2,1,0,2,14412,36,5,1
24,1,2,1,0,2,5848,13,6,1
77,1,2,1,0,2,26674,7,5,1
42,1,2,1,2,2,5848,36,5,1
56,0,2,1,2,2,5848,36,5,1
24,0,2,1,2,2,5848,37,5,1
24,1,2,1,0,1,5848,19,7,1
24,1,2,1,0,2,5848,12,5,1
24,1,0,0,0,2,5848,36,6,1
56,1,1,1,0,2,5848,36,5,1
69,1,2,1,0,2,5848,36,5,1
60,1,2,1,0,2,5848,36,5,1
60,1,2,1,0,2,5848,36,6,1
47,1,2,1,0,2,5848,50,7,1
65,1,0,1,0,2,5848,36,5,1
43,0,2,1,0,1,5848,36,5,1
54,1,2,1,0,1,5848,36,5,1
79,1,2,2,0,2,26840,36,5,1
24,1,2,1,0,2,4490,36,5,1
54,1,1,1,0,0,5848,36,5,1
40,1,2,1,0,2,5848,36,3,1
77,1,2,1,0,2,5848,20,5,1
53,1,2,1,3,2,5848,36,5,1
24,1,2,2,0,2,5848,31,5,1
24,1,2,0,3,2,5848,36,5,1
47,1,2,2,0,2,5848,36,5,1
57,1,0,1,0,2,5848,37,5,1
78,1,0,1,0,2,5848,45,5,1
43,1,2,1,0,2,5848,36,5,1
24,1,2,1,0,0,1080,3,5,1
62,1,2,1,0,2,5848,36,5,1
24,1,2,1,0,2,5848,24,5,1
24,1,2,1,0,2,5848,15,5,1
49,1,2,1,0,2,5848,53,5,1
73,1,2,1,0,1,5848,13,5,1
24,1,2,1,0,2,9389,5,5,1
24,1,0,1,0,2,5848,26,5,1
24,1,0,0,0,2,5848,36,7,1
64,1,2,1,0,2,5848,36,5,1
73,1,2,1,0,2,34913,36,5,1
63,1,3,1,3,2,5848,36,5,1
78,1,2,1,0,2,40173,36,5,1
24,1,2,1,0,2,5848,16,5,1
24,1,2,1,0,2,5848,5,6,1
34,1,2,1,0,0,5848,36,5,1
58,1,1,1,0,2,5848,36,5,1
45,1,2,1,1,2,5848,36,5,1
27,1,2,1,0,0,5848,28,5,1
24,1,2,1,0,2,5848,18,6,1
36,1,2,1,0,2,5848,36,5,1
24,1,2,1,0,2,5848,36,6,1
24,1,2,1,2,1,5848,36,5,1
56,1,2,1,0,2,12796,36,5,1
76,1,2,2,0,1,5848,36,5,1
28,1,0,1,0,2,5848,36,5,1
78,1,2,1,3,2,5848,36,5,1
44,1,2,1,0,1,5848,36,0,1
24,1,2,1,3,2,5848,36,1,1
24,1,2,1,0,1,5848,4,5,1
57,1,2,1,0,1,24241,36,5,1
54,1,2,2,0,0,5848,36,5,1
38,1,2,1,0,0,5848,36,5,1
23,1,2,1,0,2,5848,3,5,1
24,1,2,1,3,2,5848,19,5,1
24,1,3,2,0,2,5848,36,5,1
63,1,2,1,0,2,5848,36,5,1
75,1,2,1,0,2,5848,36,0,1
24,1,2,0,0,2,5848,9,5,1
24,1,2,2,0,2,5848,36,7,1
31,0,2,1,0,2,5848,36,5,1
58,1,3,1,0,2,5848,29,5,1
80,1,2,1,0,2,5848,36,5,1
62,1,2,1,3,2,5848,36,5,1
62,1,2,1,0,2,5848,36,3,1
24,1,2,0,2,2,5848,36,5,1
66,1,2,1,0,2,5848,36,1,1
66,1,2,1,0,2,5848,36,5,1
39,0,2,1,0,2,5848,36,5,1
76,1,2,1,0,2,5848,36,5,1
27,1,2,1,1,2,5848,36,4,1
68,1,3,1,0,2,5848,36,5,1
52,1,2,2,0,2,5848,36,5,1
68,1,2,1,2,2,5848,36,5,1
24,1,3,0,3,2,5848,36,5,1
27,1,2,1,0,2,5848,36,5,1
45,1,2,1,0,2,5848,36,5,1
68,0,2,1,0,2,5848,36,5,1
73,1,2,1,1,2,5848,36,5,1
24,1,2,1,0,2,5848,7,5,1
59,1,2,1,0,2,5848,36,1,1
40,1,2,1,0,1,5848,36,5,1
24,1,2,1,3,2,5848,5,5,1
24,1,2,1,1,2,5848,25,5,1
24,1,2,1,1,2,5848,19,5,1
58,1,2,1,3,2,5848,36,5,1
50,1,2,1,0,1,5848,36,5,1
66,1,0,1,0,2,5848,36,0,1
24,1,2,1,0,2,5848,25,5,1
46,1,2,1,1,2,5848,35,5,1
38,1,2,1,1,2,5848,36,5,1
45,1,2,1,1,2,5848,36,6,1
66,1,2,1,0,2,5848,36,7,1
24,1,2,1,1,2,5848,35,5,1
24,1,0,1,0,2,5848,36,7,1
24,1,2,1,0,2,5848,13,5,1
25,1,2,1,0,2,5848,36,5,1
24,1,2,1,0,2,5848,27,4,1
49,1,2,1,0,2,5848,36,5,1
24,1,2,1,1,2,5848,36,5,1
29,1,2,1,0,2,16726,11,5,1
24,1,2,1,0,2,5411,30,5,1
51,1,0,1,1,2,5848,36,5,1
36,1,2,1,0,1,5848,36,5,1
40,0,2,1,0,2,5848,36,5,1
24,1,2,1,2,2,5848,5,5,1
42,0,2,1,0,2,5848,36,4,1
24,1,2,1,0,1,5848,19,5,1
53,1,3,1,0,2,23936,36,5,1
47,1,2,1,0,2,5848,36,5,1
49,1,2,0,0,2,5848,36,5,1
24,1,3,1,1,2,5848,36,7,1
24,1,1,2,2,2,5848,36,5,1
57,1,2,1,0,2,5848,19,5,1
24,1,2,1,3,2,5848,36,4,1
24,1,1,1,1,2,5848,36,5,1
24,1,2,1,0,0,5848,24,5,1
69,1,2,1,0,2,5848,36,0,1
24,1,0,1,3,2,5848,36,7,1
66,1,2,1,0,1,5848,36,7,1
24,1,2,1,0,2,5848,26,5,1
40,1,2,1,0,2,13771,36,5,1
24,1,2,1,0,2,5848,24,7,1
45,1,2,1,0,2,5848,36,2,1
24,1,2,1,0,2,5848,36,7,1
35,1,2,0,0,2,5848,36,5,1
24,1,2,1,1,2,5848,36,4,1
73,1,2,1,0,0,5848,36,5,1
76,1,2,1,0,1,5848,36,5,1
61,1,2,1,0,2,5848,36,6,1
24,0,2,1,0,1,5848,27,5,1
57,1,2,1,2,2,5848,19,5,1
74,0,2,1,0,2,5848,62,5,1
24,1,2,1,0,2,5848,3,5,1
70,1,2,1,3,2,5848,36,5,1
62,1,3,1,0,2,5848,36,5,1
24,1,0,1,0,2,5848,12,5,1
29,1,2,1,0,1,5848,36,5,1
24,1,2,1,0,2,5848,20,5,1
57,1,2,0,0,2,5848,36,5,1
41,1,2,1,0,2,5848,36,5,1
29,0,2,1,0,2,5848,36,5,1
24,1,2,1,0,2,5848,6,1,1
24,1,2,1,3,1,5848,36,5,1
24,1,2,2,0,2,5848,9,5,1
24,1,0,1,0,2,5848,36,6,1
24,1,2,1,0,1,5848,5,6,1
56,1,2,1,0,1,5848,36,5,1
24,1,2,1,2,2,5848,34,1,1
32,1,2,2,0,2,5848,36,5,1
44,1,2,1,0,2,5848,36,0,1
24,1,2,1,1,2,5848,4,5,1
38,1,2,2,0,2,5848,36,5,1
24,0,0,1,2,2,5848,36,5,1
42,1,2,1,0,2,5848,36,0,1
78,1,3,2,0,2,5848,36,5,1
57,1,2,1,0,2,5848,37,5,1
51,1,2,1,1,2,5848,36,5,1
24,1,2,2,0,1,5848,27,5,1
24,1,2,1,0,2,5848,23,4,1
24,1,2,1,2,2,5848,25,5,1
24,1,2,0,0,1,5848,18,5,1
78,1,2,1,0,2,5848,36,5,1
61,1,2,1,0,2,5848,36,5,1
67,1,2,1,0,1,5848,36,5,1
33,1,2,1,0,2,5848,36,5,1
46,1,2,2,0,2,5848,39,5,1
24,1,0,1,2,2,5848,21,5,1
41,1,1,1,0,2,5848,36,5,1
31,1,2,1,0,2,5848,36,7,1
38,0,2,1,2,2,5848,36,5,1
32,1,1,1,0,2,5848,36,5,1
64,0,2,0,0,2,5848,36,5,1
46,1,2,1,0,2,5848,28,5,1
24,1,0,1,0,2,5848,34,5,1
36,1,2,0,0,2,5848,36,1,1
24,1,2,1,0,2,5848,10,5,1
77,1,2,1,0,1,21841,36,5,1
66,1,2,0,0,2,5848,36,5,1
