Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
30,0,2,1,3,1,8358,33,1,1
30,0,0,1,2,1,8358,20,1,1
30,0,2,1,2,1,8358,20,1,1
64,0,2,1,2,1,8358,23,1,1
58,0,2,1,2,1,8358,48,1,1
30,0,2,1,2,1,8358,26,1,1
79,0,2,1,2,1,8358,48,1,1
61,0,2,2,2,1,8358,48,1,1
30,0,2,1,2,0,8358,17,1,1
30,0,2,1,2,1,8358,28,1,1
44,0,2,1,2,1,8358,48,3,1
30,0,3,1,2,1,8358,15,1,1
44,0,2,1,2,1,8358,48,5,1
50,0,2,1,2,1,8358,48,1,1
72,0,0,1,2,1,8358,48,1,1
70,0,2,1,2,1,27460,48,1,1
62,0,2,1,2,1,8358,60,1,1
54,0,2,1,2,1,8358,48,1,1
59,0,2,1,2,1,8358,48,1,1
76,0,2,1,2,1,8358,48,1,1
70,0,2,1,2,1,8358,73,1,1
30,0,2,1,2,1,8358,29,1,1
30,0,3,1,2,1,8358,11,1,1
30,0,2,1,2,1,8358,24,4,1
30,1,2,1,2,1,8358,34,1,1
69,0,2,1,2,1,8358,48,1,1
60,0,2,1,2,1,8358,48,1,1
59,1,2,1,2,1,8358,48,1,1
30,0,2,1,1,1,8358,8,1,1
51,0,2,1,2,1,8358,48,1,1
70,0,2,1,2,1,8358,48,0,1
30,0,2,1,2,0,8358,21,1,1
30,0,2,1,2,1,5452,30,1,1
78,0,2,1,2,1,8358,48,7,1
30,0,1,1,2,1,8358,16,1,1
62,0,2,1,2,1,8358,17,1,1
78,0,0,1,2,1,8358,48,1,1
30,0,2,1,2,1,8358,27,1,1
30,0,2,1,2,1,8358,30,1,1
43,0,2,1,2,1,8358,48,0,1
78,0,2,1,2,2,8358,48,1,1
59,0,2,1,2,1,8358,9,1,1
57,0,2,1,2,1,8358,48,1,1
30,0,2,1,2,1,8358,8,0,1
28,0,2,1,2,1,8358,17,1,1
30,0,2,1,2,1,8358,33,7,1
30,0,2,1,2,2,8358,37,1,1
70,0,2,1,2,1,8358,48,1,1
66,0,1,1,2,1,8358,48,1,1
78,0,2,0,2,1,8358,48,1,1
54,0,2,1,2,1,18322,48,1,1
30,0,2,1,2,1,8358,8,1,1
30,1,2,1,2,1,8358,23,1,1
30,0,2,1,2,1,8358,29,3,1
57,0,2,1,2,0,8358,48,1,1
30,0,2,1,2,1,8358,18,1,1
76,0,2,0,2,1,8358,48,1,1
30,0,2,0,2,1,8358,9,1,1
64,0,0,1,2,1,8358,48,1,1
61,0,0,1,2,1,8358,48,1,1
30,0,2,1,2,1,8358,27,4,1
48,0,0,1,2,1,8358,48,1,1
50,0,2,1,2,0,8358,48,1,1
30,0,2,1,2,1,8358,4,1,1
64,0,2,1,2,1,8358,48,1,1
57,0,2,1,2,1,8358,9,1,1
57,1,2,1,2,1,8358,48,1,1
80,0,2,1,2,1,8358,53,1,1
53,0,2,1,2,1,8358,48,1,1
41,1,2,1,2,1,8358,48,1,1
30,0,2,1,2,1,8358,31,1,1
61,0,2,1,2,1,8358,48,1,1
50,0,2,1,3,1,8358,48,1,1
58,0,2,0,2,1,8358,48,1,1
55,0,2,1,0,1,8358,48,1,1
57,0,2,1,2,1,8358,48,5,1
60,0,2,0,2,1,8358,48,1,1
30,0,2,1,2,1,8358,10,1,1
79,0,2,1,2,1,8358,20,1,1
69,0,2,1,2,1,8358,48,7,1
47,0,2,1,1,1,8358,48,1,1
43,0,2,1,2,2,8358,48,1,1
46,0,2,1,3,1,8358,48,1,1
30,0,2,1,0,1,8358,19,1,1
30,0,2,1,3,1,8358,19,1,1
64,0,2,1,2,1,8358,62,1,1
77,0,2,1,2,1,8358,38,1,1
30,0,2,1,3,1,8358,24,1,1
43,0,2,1,2,1,8358,48,1,1
73,0,2,1,2,1,8358,48,1,1
62,0,2,1,2,1,8358,48,4,1
30,0,2,1,2,1,8358,19,5,1
48,0,2,1,1,1,8358,48,1,1
75,0,2,1,0,1,8358,48,1,1
30,0,2,1,2,1,8358,16,1,1
30,0,2,1,2,1,8358,5,0,1
30,0,2,1,2,1,8358,6,1,1
30,0,2,1,2,1,6244,33,1,1
66,0,3,1,2,1,8358,48,1,1
45,0,2,1,2,1,8358,48,7,1
46,0,2,1,2,1,8358,5,1,1
30,0,2,1,2,1,10747,30,1,1
30,0,2,1,2,1,8358,34,1,1
68,0,2,1,0,1,8358,48,1,1
80,0,2,1,2,1,8358,48,1,1
43,1,2,1,2,1,8358,48,1,1
30,0,1,1,2,1,8358,10,1,1
63,0,2,1,2,1,8358,48,1,1
42,0,2,1,2,1,8358,48,1,1
30,0,2,1,2,1,8358,11,1,1
38,0,2,1,2,1,8358,48,5,1
66,0,2,1,2,0,8358,48,1,1
65,1,2,1,2,1,8358,48,1,1
23,0,2,1,2,1,8358,20,1,1
63,0,2,1,1,1,8358,48,1,1
30,0,2,0,2,1,8358,12,1,1
66,0,2,1,2,1,8358,48,1,1
30,0,2,1,2,1,8358,22,1,1
42,0,2,1,2,1,8358,48,6,1
30,1,2,1,2,1,8358,6,1,1
71,0,2,1,2,1,8358,48,1,1
44,0,2,1,2,1,8358,29,1,1
30,0,2,1,2,1,8358,25,1,1
30,0,3,1,2,1,8358,28,1,1
30,0,2,1,2,1,8358,24,1,1
30,0,0,1,2,1,8358,30,1,1
69,0,2,1,2,1,14706,48,1,1
30,0,2,1,2,1,8358,17,2,1
63,0,2,0,2,1,8358,48,1,1
30,0,1,1,2,1,8358,5,1,1
70,0,1,1,2,1,8358,48,1,1
30,0,2,1,2,1,8358,33,1,1
46,0,2,1,2,1,8358,48,1,1
65,0,2,1,2,1,8358,48,1,1
30,0,2,1,0,1,8358,17,1,1
49,0,2,0,2,1,8358,48,1,1
30,0,2,1,2,1,8358,13,1,1
