Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
78,1,0,1,0,0,2273,36,3,1
52,1,2,1,3,1,2273,36,3,1
59,1,2,1,0,1,29609,36,3,1
72,1,2,1,0,1,2273,36,3,1
32,1,2,1,2,2,2273,21,3,1
32,1,2,1,0,1,2273,21,3,1
73,1,2,0,0,1,2273,36,3,1
32,1,2,1,1,2,5214,36,3,1
44,1,2,1,0,1,2273,36,7,1
32,1,2,2,0,1,2273,21,3,1
77,1,2,1,0,1,4929,36,3,1
59,1,3,1,0,1,2273,36,3,1
63,1,2,0,0,1,2273,36,3,1
77,1,2,1,3,1,28056,36,3,1
32,1,2,1,3,1,2273,11,3,1
32,1,1,1,0,1,6797,36,4,1
44,1,2,0,0,1,2273,9,3,1
73,1,0,0,0,1,2273,36,3,1
55,1,2,1,0,1,2273,36,7,1
52,1,2,1,2,2,2273,36,3,1
67,1,2,1,0,1,2273,36,3,1
41,1,2,1,0,1,2273,36,6,1
49,1,1,1,0,1,2273,36,3,1
32,1,2,1,0,2,2273,31,3,1
71,1,2,1,0,1,2273,36,3,1
32,1,2,1,0,1,2273,13,3,1
45,1,2,1,0,1,2273,36,3,1
57,1,2,1,0,0,2273,36,0,1
32,1,2,1,0,1,4532,36,1,1
45,1,2,1,0,1,2273,36,7,1
80,1,2,1,0,1,2273,36,3,1
62,1,2,1,0,0,2273,36,3,1
54,1,2,1,0,1,2273,36,3,1
32,1,2,2,2,1,2273,16,3,1
70,1,2,1,0,1,2273,36,6,1
32,1,0,1,0,1,2273,28,3,1
32,1,2,1,0,1,2273,27,3,1
32,1,2,0,0,1,2273,10,3,1
32,1,2,2,0,1,2273,20,3,1
32,1,2,1,0,1,5585,36,3,1
30,1,2,1,0,1,2273,23,6,1
44,1,2,0,0,1,2273,36,3,1
59,1,2,1,3,1,26343,36,3,1
32,1,2,1,0,2,9609,36,3,1
76,1,2,1,1,1,32250,36,3,1
51,1,2,1,3,1,2273,36,3,1
37,1,2,1,3,1,2273,23,3,1
78,1,2,1,0,1,2273,36,6,1
56,1,2,0,0,1,2273,36,3,1
32,1,2,1,1,1,10017,36,3,1
61,1,2,1,0,1,7430,20,3,1
72,1,2,1,0,1,17587,36,3,1
78,1,2,1,1,1,2321,36,3,1
80,1,2,1,0,1,2273,43,3,1
72,1,2,1,0,2,1388,36,3,1
67,1,1,1,0,1,2273,36,3,1
44,1,2,1,0,1,2273,36,5,1
71,1,2,2,0,1,2273,37,3,1
32,1,2,1,0,1,2273,24,7,1
51,1,2,1,2,1,2273,36,3,1
52,1,2,2,0,1,2273,36,2,1
32,1,1,1,0,1,2273,5,3,1
63,0,2,0,0,1,2273,36,3,1
32,0,2,1,3,1,2273,10,3,1
