Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
70,0,2,0,0,1,6288,60,3,1
70,1,2,0,0,1,6288,60,3,1
68,1,2,0,0,2,6288,60,3,1
42,1,2,0,0,1,6288,28,7,1
77,1,2,1,0,1,6288,29,3,1
71,1,2,0,0,1,6288,60,3,1
66,1,3,0,0,1,6288,60,3,1
42,1,2,0,0,1,6288,47,3,1
65,1,2,0,0,2,6288,35,3,1
78,1,2,1,0,1,6288,60,3,1
68,0,2,0,0,1,6288,60,3,1
76,1,3,0,0,1,6288,60,3,1
42,1,2,0,1,0,6288,22,3,1
42,1,2,0,2,1,6288,44,3,1
42,1,2,0,0,1,13339,24,3,1
42,1,2,0,1,1,6288,36,3,1
42,0,2,0,2,1,6288,10,3,1
42,1,2,0,0,1,6288,27,3,1
42,1,0,0,0,1,6288,23,7,1
63,1,0,0,0,1,6288,60,3,1
42,1,2,0,0,1,6288,20,3,1
42,1,2,0,2,1,6288,32,3,1
42,1,2,0,0,1,6288,4,3,1
56,1,2,0,0,2,6288,36,3,1
42,1,2,0,0,1,6288,18,3,1
42,1,2,0,0,1,6288,40,3,1
42,1,2,0,0,1,6288,25,3,1
42,1,2,0,1,1,6288,28,7,1
42,1,2,1,0,1,6288,24,3,1
42,1,2,0,0,0,6288,16,3,1
42,1,2,0,2,0,6288,28,3,1
79,1,2,0,3,1,6288,60,2,1
63,1,2,0,0,0,6288,60,3,1
73,0,2,0,0,1,6288,51,3,1
72,1,2,2,0,1,6288,60,3,1
42,1,2,0,0,1,6288,13,3,1
71,1,2,0,0,1,6288,33,3,1
68,1,3,0,0,1,6288,47,3,1
42,1,3,0,0,0,6288,14,3,1
42,1,2,2,0,1,6288,44,3,1
78,1,1,1,0,1,6288,60,3,1
65,1,0,0,3,1,6288,60,3,1
42,1,2,1,0,1,6288,19,3,1
76,1,1,0,0,1,6288,60,3,1
42,1,1,0,3,1,6288,16,3,1
61,0,2,0,0,1,6288,60,3,1
42,1,2,0,2,0,6288,39,3,1
72,1,2,2,0,1,6288,32,3,1
42,1,2,0,0,1,6288,26,3,1
77,1,2,0,0,1,6288,60,2,1
74,1,2,0,0,1,7107,60,3,1
42,1,2,0,0,1,6288,29,3,1
67,0,2,0,3,1,6288,60,3,1
73,1,1,0,0,1,18875,60,3,1
42,1,2,0,0,1,6288,24,3,1
36,1,2,0,0,1,6288,12,3,1
42,0,2,0,0,1,6288,50,3,1
72,1,2,0,0,0,6288,44,3,1
62,1,2,0,0,1,6288,60,3,1
63,1,2,0,0,1,6288,60,3,1
74,1,2,0,0,1,6288,60,3,1
47,1,2,0,0,1,6288,46,3,1
79,1,2,0,0,1,6288,60,0,1
73,1,2,0,0,1,18875,60,3,1
42,1,2,0,0,1,6288,7,3,1
69,1,2,0,2,1,6288,60,3,1
42,0,2,0,0,1,6288,10,3,1
42,0,2,0,0,1,6288,27,6,1
42,1,2,2,0,1,6288,25,3,1
42,1,2,0,0,1,10575,6,3,1
66,1,2,2,0,1,6288,47,3,1
42,1,2,0,0,1,6288,44,3,1
