gen	invalid	train_fitness	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	best_ind_phenotype
29	3	(0.394677996635437, 0.12280701845884323, 0.2222222222222222, 0.18610529601573944)	32	39.451541850220266	12	3.297356828193833	7	4.099118942731278	5.10352422907489	20	0.4048140043763676	nan
30	5	(0.394677996635437, 0.12280701845884323, 0.2222222222222222, 0.18610529601573944)	32	39.39380530973451	12	3.424778761061947	7	4.1415929203539825	5.311946902654867	20	0.39606126914660833	nan
31	5	(0.36419498920440674, 0.1268869787454605, 0.2222222222222222, 0.19397377967834473)	37	40.466814159292035	15	3.331858407079646	8	4.110619469026549	5.157079646017699	25	0.40043763676148797	nan
32	5	(0.36419498920440674, 0.1268869787454605, 0.2222222222222222, 0.19397377967834473)	37	41.440265486725664	15	3.338495575221239	8	4.1128318584070795	5.185840707964601	25	0.40700218818380746	nan
33	8	(0.36419498920440674, 0.1268869787454605, 0.2222222222222222, 0.19397377967834473)	37	41.376391982182625	15	3.4743875278396437	8	4.158129175946548	5.432071269487751	25	0.3938730853391685	nan
34	4	(0.36419498920440674, 0.1268869787454605, 0.2222222222222222, 0.19397377967834473)	37	39.3355408388521	15	3.5298013245033113	8	4.176600441501104	5.527593818984547	25	0.4201312910284464	nan
35	6	(0.36419498920440674, 0.1268869787454605, 0.2222222222222222, 0.19397377967834473)	37	37.65631929046563	15	3.6053215077605323	8	4.201773835920178	5.687361419068736	25	0.3982494529540481	nan
36	10	(0.36419498920440674, 0.1268869787454605, 0.2222222222222222, 0.19397377967834473)	37	39.59731543624161	15	3.4966442953020134	8	4.165548098434004	5.480984340044743	25	0.3982494529540481	nan
37	2	(0.36419498920440674, 0.1268869787454605, 0.2222222222222222, 0.19397377967834473)	37	40.534065934065936	15	3.573626373626374	8	4.191208791208791	5.613186813186813	25	0.4223194748358862	nan
38	6	(0.36419498920440674, 0.1268869787454605, 0.2222222222222222, 0.19397377967834473)	37	41.70066518847007	15	3.658536585365854	8	4.219512195121951	5.811529933481153	25	0.3938730853391685	nan
39	6	(0.3551631569862366, 0.13273493945598602, 0.2222222222222222, 0.19648005068302155)	41	43.066518847006655	15	3.838137472283814	8	4.279379157427938	6.059866962305986	25	0.4288840262582057	nan
40	5	(0.3529677391052246, 0.08773306757211685, 0.2222222222222222, 0.20365898311138153)	138	43.610619469026545	21	3.856194690265487	10	4.285398230088496	6.0597345132743365	34	0.4113785557986871	nan
41	6	(0.3529677391052246, 0.08773306757211685, 0.2222222222222222, 0.20365898311138153)	138	44.20620842572062	21	3.7583148558758315	10	4.252771618625277	5.842572062084257	34	0.3916849015317287	nan
42	5	(0.31922417879104614, 0.1130807176232338, 0.2222222222222222, 0.19626544415950775)	46	45.0287610619469	21	3.9889380530973453	10	4.329646017699115	6.165929203539823	34	0.45076586433260396	nan
43	7	(0.31922417879104614, 0.1130807176232338, 0.2222222222222222, 0.19626544415950775)	46	45.95777777777778	21	3.8266666666666667	10	4.275555555555556	5.955555555555556	34	0.40919037199124725	nan
44	5	(0.31922417879104614, 0.1130807176232338, 0.2222222222222222, 0.19626544415950775)	46	45.35398230088496	21	3.8628318584070795	10	4.287610619469026	6.002212389380531	34	0.4135667396061269	nan
45	10	(0.31922417879104614, 0.1130807176232338, 0.2222222222222222, 0.19626544415950775)	46	45.68903803131991	21	3.946308724832215	10	4.315436241610739	6.12751677852349	34	0.4135667396061269	nan
46	7	(0.31922417879104614, 0.1130807176232338, 0.2222222222222222, 0.19626544415950775)	46	46.846666666666664	21	3.966666666666667	10	4.322222222222222	6.1066666666666665	34	0.41575492341356673	nan
47	10	(0.31922417879104614, 0.1130807176232338, 0.2222222222222222, 0.19626544415950775)	46	48.88590604026846	21	3.7315436241610738	10	4.243847874720358	5.782997762863535	34	0.3741794310722101	nan
48	7	(0.31922417879104614, 0.1130807176232338, 0.2222222222222222, 0.19626544415950775)	46	48.33111111111111	21	3.6733333333333333	10	4.224444444444444	5.697777777777778	34	0.37199124726477023	nan
49	3	(0.31922417879104614, 0.1130807176232338, 0.2222222222222222, 0.19626544415950775)	46	48.87885462555066	21	3.753303964757709	10	4.251101321585903	5.852422907488987	34	0.3916849015317287	nan
50	6	(0.31922417879104614, 0.1130807176232338, 0.2222222222222222, 0.19626544415950775)	46	47.91796008869179	21	3.977827050997783	10	4.325942350332594	6.133037694013304	34	0.3741794310722101	x[7] -= 9 ; x[7] -= 5 ; x[7] -= 9 ; x[7] -= 9 ; x[7] -= 4 ; x[7] -= 9 ; x[6] *= 0.6
